name  lat	long	url	url-s	url-p	username	
The Asahi Owl	-37.816259	144.969105	 http://farm6.staticflickr.com/5253/5478365345_a49ef1fb1b_q.jpg	 http://farm6.staticflickr.com/5253/5478365345_a49ef1fb1b_m.jpg	 http://www.flickr.com/photos/32554587@N00/5478365345	 Ananda Sim 88	
Red G.	-37.816259	144.969105	 http://farm6.staticflickr.com/5174/5478965964_ef49395268_q.jpg	 http://farm6.staticflickr.com/5174/5478965964_ef49395268_m.jpg	 http://www.flickr.com/photos/32554587@N00/5478965964	 Ananda Sim 88	
Angel and Demons	-37.816259	144.969052	 http://farm4.staticflickr.com/3539/3439474828_dcc629d2b2_q.jpg	 http://farm4.staticflickr.com/3539/3439474828_dcc629d2b2_m.jpg	 http://www.flickr.com/photos/36336201@N00/3439474828	 Scottmh	
Grafitti - Hosier Lane	-37.816259	144.969052	 http://farm4.staticflickr.com/3306/3439474700_d1754a56e6_q.jpg	 http://farm4.staticflickr.com/3306/3439474700_d1754a56e6_m.jpg	 http://www.flickr.com/photos/36336201@N00/3439474700	 Scottmh	
Little Blue Devil	-37.816259	144.969052	 http://farm4.staticflickr.com/3632/3439474574_31fafd0251_q.jpg	 http://farm4.staticflickr.com/3632/3439474574_31fafd0251_m.jpg	 http://www.flickr.com/photos/36336201@N00/3439474574	 Scottmh	
Grafitti Hosiers Lane.	-37.816259	144.969052	 http://farm4.staticflickr.com/3561/3439474450_864073ac1c_q.jpg	 http://farm4.staticflickr.com/3561/3439474450_864073ac1c_m.jpg	 http://www.flickr.com/photos/36336201@N00/3439474450	 Scottmh	
Boom Box Grafitti	-37.816259	144.969052	 http://farm4.staticflickr.com/3578/3438662681_b29723a96e_q.jpg	 http://farm4.staticflickr.com/3578/3438662681_b29723a96e_m.jpg	 http://www.flickr.com/photos/36336201@N00/3438662681	 Scottmh	
Graffiti off Hosier Lane	-37.816251	144.968891	 http://farm3.staticflickr.com/2799/4339305254_022b5a5d44_q.jpg	 http://farm3.staticflickr.com/2799/4339305254_022b5a5d44_m.jpg	 http://www.flickr.com/photos/44261753@N05/4339305254	 J-C-M	
Melbourne graffiti 2	-37.816251	144.968891	 http://farm3.staticflickr.com/2706/4256445562_1b425907a3_q.jpg	 http://farm3.staticflickr.com/2706/4256445562_1b425907a3_m.jpg	 http://www.flickr.com/photos/44261753@N05/4256445562	 J-C-M	
Secret Rubbish Bin Thief	-37.816251	144.968891	 http://farm3.staticflickr.com/2780/4255684481_63d9083d37_q.jpg	 http://farm3.staticflickr.com/2780/4255684481_63d9083d37_m.jpg	 http://www.flickr.com/photos/44261753@N05/4255684481	 J-C-M	
Hosier lane grafitti	-37.816251	144.968891	 http://farm3.staticflickr.com/2591/4143033497_47dc96f14d_q.jpg	 http://farm3.staticflickr.com/2591/4143033497_47dc96f14d_m.jpg	 http://www.flickr.com/photos/44261753@N05/4143033497	 J-C-M	
Melbourne-Sunday-149	-37.816251	144.968891	 http://farm3.staticflickr.com/2773/4143793716_dd132cb70d_q.jpg	 http://farm3.staticflickr.com/2773/4143793716_dd132cb70d_m.jpg	 http://www.flickr.com/photos/44261753@N05/4143793716	 J-C-M	
Centre Place cul-de-sac	-37.816242	144.965254	 http://farm9.staticflickr.com/8034/7978715659_a381f1ab76_q.jpg	 http://farm9.staticflickr.com/8034/7978715659_a381f1ab76_m.jpg	 http://www.flickr.com/photos/87109756@N02/7978715659	 James Jardine	
Centre Place	-37.816242	144.965254	 http://farm9.staticflickr.com/8037/7978714058_494bfd69df_q.jpg	 http://farm9.staticflickr.com/8037/7978714058_494bfd69df_m.jpg	 http://www.flickr.com/photos/87109756@N02/7978714058	 James Jardine	
Hoiser Lane	-37.816242	144.96903	 http://farm6.staticflickr.com/5018/5392270386_0be7a6cb3d_q.jpg	 http://farm6.staticflickr.com/5018/5392270386_0be7a6cb3d_m.jpg	 http://www.flickr.com/photos/33439043@N06/5392270386	 KyLoRi	
Hidden Ninja	-37.816242	144.969105	 http://farm5.staticflickr.com/4113/5007759281_9aa390cdde_q.jpg	 http://farm5.staticflickr.com/4113/5007759281_9aa390cdde_m.jpg	 http://www.flickr.com/photos/38307293@N06/5007759281	 Sam Walton Photography	
Urban Graffiti	-37.816242	144.965404	 http://farm3.staticflickr.com/2715/4361297705_3b0b7e0754_q.jpg	 http://farm3.staticflickr.com/2715/4361297705_3b0b7e0754_m.jpg	 http://www.flickr.com/photos/36587311@N08/4361297705	 ä__CubaGallery	
Colourful puke	-37.816238	144.968746	 http://farm4.staticflickr.com/3088/2532360408_69b49e2d46_q.jpg	 http://farm4.staticflickr.com/3088/2532360408_69b49e2d46_m.jpg	 http://www.flickr.com/photos/77541634@N00/2532360408	 Paul Hagon	
Grunge girl	-37.816238	144.968746	 http://farm4.staticflickr.com/3144/2532359994_fb0fda340c_q.jpg	 http://farm4.staticflickr.com/3144/2532359994_fb0fda340c_m.jpg	 http://www.flickr.com/photos/77541634@N00/2532359994	 Paul Hagon	
The Measure of Civilization	-37.816225	144.965468	 http://farm2.staticflickr.com/1302/4672947091_4181344758_q.jpg	 http://farm2.staticflickr.com/1302/4672947091_4181344758_m.jpg	 http://www.flickr.com/photos/8038538@N04/4672947091	 ahtko	
evil clown	-37.816225	144.968976	 http://farm1.staticflickr.com/208/510575095_ecdf632003_q.jpg	 http://farm1.staticflickr.com/208/510575095_ecdf632003_m.jpg	 http://www.flickr.com/photos/28777410@N00/510575095	 _bernd_	
white rims	-37.816208	144.969213	 http://farm4.staticflickr.com/3389/3198059365_e79312bf01_q.jpg	 http://farm4.staticflickr.com/3389/3198059365_e79312bf01_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198059365	 Em.Cee	
Urban Cave Paintings	-37.816208	144.968966	 http://farm4.staticflickr.com/3330/3599144641_909247cf31_q.jpg	 http://farm4.staticflickr.com/3330/3599144641_909247cf31_m.jpg	 http://www.flickr.com/photos/45152378@N00/3599144641	 tim_best_1972	
door girl	-37.816208	144.969213	 http://farm4.staticflickr.com/3332/3198911700_290fedbc02_q.jpg	 http://farm4.staticflickr.com/3332/3198911700_290fedbc02_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198911700	 Em.Cee	
poison apple	-37.816208	144.969213	 http://farm4.staticflickr.com/3517/3198897458_0f07d6512f_q.jpg	 http://farm4.staticflickr.com/3517/3198897458_0f07d6512f_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198897458	 Em.Cee	
girl on a wall	-37.816208	144.969213	 http://farm4.staticflickr.com/3512/3198890476_eb9c91942a_q.jpg	 http://farm4.staticflickr.com/3512/3198890476_eb9c91942a_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198890476	 Em.Cee	
up hosier lane	-37.816208	144.969213	 http://farm4.staticflickr.com/3256/3198091863_ca4f72b048_q.jpg	 http://farm4.staticflickr.com/3256/3198091863_ca4f72b048_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198091863	 Em.Cee	
	-37.816208	144.969213	 http://farm4.staticflickr.com/3408/3198953074_9e612c0797_q.jpg	 http://farm4.staticflickr.com/3408/3198953074_9e612c0797_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198953074	 Em.Cee	
melted	-37.816208	144.969213	 http://farm4.staticflickr.com/3517/3198947068_f1ca90cba6_q.jpg	 http://farm4.staticflickr.com/3517/3198947068_f1ca90cba6_m.jpg	 http://www.flickr.com/photos/29413669@N04/3198947068	 Em.Cee	
beer boobs and blur	-37.8162	144.960801	 http://farm4.staticflickr.com/3136/2970459122_8e1d3954da_q.jpg	 http://farm4.staticflickr.com/3136/2970459122_8e1d3954da_m.jpg	 http://www.flickr.com/photos/91256982@N00/2970459122	 mugley	
garbage faggot wedding	-37.8162	144.969127	 http://farm4.staticflickr.com/3107/2917573955_afdfc9708d_q.jpg	 http://farm4.staticflickr.com/3107/2917573955_afdfc9708d_m.jpg	 http://www.flickr.com/photos/91256982@N00/2917573955	 mugley	
PACMAN -- the street art guide game	-37.816191	144.969052	 http://farm7.staticflickr.com/6028/5914603480_94a3cceedf_q.jpg	 http://farm7.staticflickr.com/6028/5914603480_94a3cceedf_m.jpg	 http://www.flickr.com/photos/29977619@N03/5914603480	 n0cturbulous	
Fuck Dance Lets Art!	-37.816187	144.96594	 http://farm3.staticflickr.com/2253/2099631263_66326f00f5_q.jpg	 http://farm3.staticflickr.com/2253/2099631263_66326f00f5_m.jpg	 http://www.flickr.com/photos/8694621@N02/2099631263	 james everett already exists	
Straker street art Centre Place 2013-02-03 (IMG_0848)	-37.816178	144.964902	 http://farm9.staticflickr.com/8520/8456015923_f948f23ab4_q.jpg	 http://farm9.staticflickr.com/8520/8456015923_f948f23ab4_m.jpg	 http://www.flickr.com/photos/74822983@N02/8456015923	 ajhaysom	
Graffiti at Hosier Lane - Melbourne - Australia	-37.816174	144.968869	 http://farm9.staticflickr.com/8103/8480442694_3a52c29419_q.jpg	 http://farm9.staticflickr.com/8103/8480442694_3a52c29419_m.jpg	 http://www.flickr.com/photos/54681382@N06/8480442694	 Matthew 70	
Graffiti at Hosier Lane - Melbourne - Australia	-37.816174	144.968869	 http://farm9.staticflickr.com/8235/8473688673_b2709170c6_q.jpg	 http://farm9.staticflickr.com/8235/8473688673_b2709170c6_m.jpg	 http://www.flickr.com/photos/54681382@N06/8473688673	 Matthew 70	
Green Hood Hosier Lane Melbourne	-37.816174	144.96903	 http://farm7.staticflickr.com/6158/6222397547_ba6a0f6964_q.jpg	 http://farm7.staticflickr.com/6158/6222397547_ba6a0f6964_m.jpg	 http://www.flickr.com/photos/68414971@N03/6222397547	 Urban Pixel	
Runaways	-37.816174	144.965329	 http://farm7.staticflickr.com/6036/6259962001_b465018097_q.jpg	 http://farm7.staticflickr.com/6036/6259962001_b465018097_m.jpg	 http://www.flickr.com/photos/59335517@N02/6259962001	 1llustr4t0r.com	
We Can Do It Julia!	-37.816174	144.965329	 http://farm7.staticflickr.com/6096/6260484932_36a9a47e2e_q.jpg	 http://farm7.staticflickr.com/6096/6260484932_36a9a47e2e_m.jpg	 http://www.flickr.com/photos/59335517@N02/6260484932	 1llustr4t0r.com	
A Face For News	-37.816174	144.965329	 http://farm7.staticflickr.com/6059/6260484790_1393560d3c_q.jpg	 http://farm7.staticflickr.com/6059/6260484790_1393560d3c_m.jpg	 http://www.flickr.com/photos/59335517@N02/6260484790	 1llustr4t0r.com	
Cave In Print	-37.816174	144.965329	 http://farm7.staticflickr.com/6231/6260484566_eac0465ab0_q.jpg	 http://farm7.staticflickr.com/6231/6260484566_eac0465ab0_m.jpg	 http://www.flickr.com/photos/59335517@N02/6260484566	 1llustr4t0r.com	
Indie Kiss	-37.816174	144.965329	 http://farm7.staticflickr.com/6220/6260484428_08230a0b9a_q.jpg	 http://farm7.staticflickr.com/6220/6260484428_08230a0b9a_m.jpg	 http://www.flickr.com/photos/59335517@N02/6260484428	 1llustr4t0r.com	
Mickey Chip	-37.816174	144.965329	 http://farm7.staticflickr.com/6162/6259957873_c3f7b7fcdb_q.jpg	 http://farm7.staticflickr.com/6162/6259957873_c3f7b7fcdb_m.jpg	 http://www.flickr.com/photos/59335517@N02/6259957873	 1llustr4t0r.com	
Happy Toy	-37.816174	144.965329	 http://farm7.staticflickr.com/6114/6259957525_4e00018b30_q.jpg	 http://farm7.staticflickr.com/6114/6259957525_4e00018b30_m.jpg	 http://www.flickr.com/photos/59335517@N02/6259957525	 1llustr4t0r.com	
Grills and Pieces	-37.816174	144.965329	 http://farm7.staticflickr.com/6120/6259957355_31bcf7c0c7_q.jpg	 http://farm7.staticflickr.com/6120/6259957355_31bcf7c0c7_m.jpg	 http://www.flickr.com/photos/59335517@N02/6259957355	 1llustr4t0r.com	
Floating	-37.816174	144.965329	 http://farm7.staticflickr.com/6105/6260483634_758415e86a_q.jpg	 http://farm7.staticflickr.com/6105/6260483634_758415e86a_m.jpg	 http://www.flickr.com/photos/59335517@N02/6260483634	 1llustr4t0r.com	
Cool shop front	-37.816174	144.968998	 http://farm6.staticflickr.com/5293/5407526596_1e19280c38_q.jpg	 http://farm6.staticflickr.com/5293/5407526596_1e19280c38_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407526596	 BlueBec	
Balaclava	-37.816174	144.968998	 http://farm6.staticflickr.com/5300/5406921625_b2bc7d32ff_q.jpg	 http://farm6.staticflickr.com/5300/5406921625_b2bc7d32ff_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406921625	 BlueBec	
Weird	-37.816174	144.968998	 http://farm6.staticflickr.com/5058/5406920553_cb31be131b_q.jpg	 http://farm6.staticflickr.com/5058/5406920553_cb31be131b_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406920553	 BlueBec	
Xisto Alfeo Etson C	-37.816174	144.968998	 http://farm6.staticflickr.com/5018/5406919335_e2c7757b29_q.jpg	 http://farm6.staticflickr.com/5018/5406919335_e2c7757b29_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406919335	 BlueBec	
Movida	-37.816174	144.968998	 http://farm6.staticflickr.com/5100/5407538296_7f0682e083_q.jpg	 http://farm6.staticflickr.com/5100/5407538296_7f0682e083_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407538296	 BlueBec	
Australia like God worshipped only by fools	-37.816174	144.968998	 http://farm6.staticflickr.com/5300/5407535480_064fd88e2f_q.jpg	 http://farm6.staticflickr.com/5300/5407535480_064fd88e2f_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407535480	 BlueBec	
Two heads are better than one	-37.816174	144.968998	 http://farm6.staticflickr.com/5093/5406928299_1e3b53faba_q.jpg	 http://farm6.staticflickr.com/5093/5406928299_1e3b53faba_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406928299	 BlueBec	
Hovering man	-37.816174	144.968998	 http://farm6.staticflickr.com/5052/5406925659_85e9c57a33_q.jpg	 http://farm6.staticflickr.com/5052/5406925659_85e9c57a33_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406925659	 BlueBec	
Woman with a blue veil	-37.816174	144.968998	 http://farm6.staticflickr.com/5099/5406924231_408921da92_q.jpg	 http://farm6.staticflickr.com/5099/5406924231_408921da92_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406924231	 BlueBec	
Maori warrior face	-37.816174	144.968998	 http://farm6.staticflickr.com/5097/5406922949_16ceae9ba5_q.jpg	 http://farm6.staticflickr.com/5097/5406922949_16ceae9ba5_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406922949	 BlueBec	
Deb's girl	-37.816174	144.968998	 http://farm6.staticflickr.com/5175/5407544974_b11e7d592b_q.jpg	 http://farm6.staticflickr.com/5175/5407544974_b11e7d592b_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407544974	 BlueBec	
Amak (or) HA HA	-37.816174	144.968998	 http://farm6.staticflickr.com/5057/5407543796_216465b674_q.jpg	 http://farm6.staticflickr.com/5057/5407543796_216465b674_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407543796	 BlueBec	
Guitar girl stencil	-37.816174	144.968998	 http://farm6.staticflickr.com/5252/5407542378_35a6d4cc34_q.jpg	 http://farm6.staticflickr.com/5252/5407542378_35a6d4cc34_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407542378	 BlueBec	
Death Wish	-37.816174	144.968998	 http://farm6.staticflickr.com/5216/5407539538_d2dd098f9f_q.jpg	 http://farm6.staticflickr.com/5216/5407539538_d2dd098f9f_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407539538	 BlueBec	
Movida	-37.816174	144.968998	 http://farm6.staticflickr.com/5133/5406937689_6f90c196e8_q.jpg	 http://farm6.staticflickr.com/5133/5406937689_6f90c196e8_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406937689	 BlueBec	
Forever	-37.816174	144.968998	 http://farm6.staticflickr.com/5018/5406932509_cc5c9d0658_q.jpg	 http://farm6.staticflickr.com/5018/5406932509_cc5c9d0658_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406932509	 BlueBec	
Duck... and	-37.816174	144.968998	 http://farm6.staticflickr.com/5216/5407558486_3bc6413b73_q.jpg	 http://farm6.staticflickr.com/5216/5407558486_3bc6413b73_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407558486	 BlueBec	
Black and White detail	-37.816174	144.968998	 http://farm6.staticflickr.com/5057/5407556938_154ebfdeb8_q.jpg	 http://farm6.staticflickr.com/5057/5407556938_154ebfdeb8_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407556938	 BlueBec	
Easy Street	-37.816174	144.968998	 http://farm6.staticflickr.com/5016/5407555546_ca1933a864_q.jpg	 http://farm6.staticflickr.com/5016/5407555546_ca1933a864_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407555546	 BlueBec	
Wind Sprits	-37.816174	144.968998	 http://farm6.staticflickr.com/5291/5406953589_7985242964_q.jpg	 http://farm6.staticflickr.com/5291/5406953589_7985242964_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406953589	 BlueBec	
Child on a bike	-37.816174	144.968998	 http://farm6.staticflickr.com/5296/5406951949_59cbe3d2d8_q.jpg	 http://farm6.staticflickr.com/5296/5406951949_59cbe3d2d8_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406951949	 BlueBec	
Tribal God of Destruction	-37.816174	144.968998	 http://farm6.staticflickr.com/5297/5406950699_563654e0b7_q.jpg	 http://farm6.staticflickr.com/5297/5406950699_563654e0b7_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406950699	 BlueBec	
Material	-37.816174	144.968998	 http://farm6.staticflickr.com/5252/5407570690_c3e5ecf406_q.jpg	 http://farm6.staticflickr.com/5252/5407570690_c3e5ecf406_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407570690	 BlueBec	
AKX?	-37.816174	144.968998	 http://farm6.staticflickr.com/5097/5407569318_39f58ae0af_q.jpg	 http://farm6.staticflickr.com/5097/5407569318_39f58ae0af_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407569318	 BlueBec	
Magical doorway	-37.816174	144.968998	 http://farm6.staticflickr.com/5251/5407567994_b3937a38a6_q.jpg	 http://farm6.staticflickr.com/5251/5407567994_b3937a38a6_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407567994	 BlueBec	
Dancing demons	-37.816174	144.968998	 http://farm6.staticflickr.com/5254/5407566810_79c1e2f422_q.jpg	 http://farm6.staticflickr.com/5254/5407566810_79c1e2f422_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407566810	 BlueBec	
The other magical door	-37.816174	144.968998	 http://farm6.staticflickr.com/5259/5406956241_23c6c73163_q.jpg	 http://farm6.staticflickr.com/5259/5406956241_23c6c73163_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406956241	 BlueBec	
Pharaoh	-37.816174	144.968998	 http://farm6.staticflickr.com/5214/5406954965_2ba542d309_q.jpg	 http://farm6.staticflickr.com/5214/5406954965_2ba542d309_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406954965	 BlueBec	
Money art	-37.816174	144.968998	 http://farm6.staticflickr.com/5252/5407577588_c47025ee6b_q.jpg	 http://farm6.staticflickr.com/5252/5407577588_c47025ee6b_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407577588	 BlueBec	
Little tin people	-37.816174	144.968998	 http://farm6.staticflickr.com/5297/5407576292_953c13247d_q.jpg	 http://farm6.staticflickr.com/5297/5407576292_953c13247d_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407576292	 BlueBec	
Push	-37.816174	144.968998	 http://farm6.staticflickr.com/5174/5407574614_3a1e73e419_q.jpg	 http://farm6.staticflickr.com/5174/5407574614_3a1e73e419_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407574614	 BlueBec	
Colourful	-37.816174	144.968998	 http://farm6.staticflickr.com/5176/5407573312_9778f20278_q.jpg	 http://farm6.staticflickr.com/5176/5407573312_9778f20278_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407573312	 BlueBec	
Freak	-37.816174	144.968998	 http://farm6.staticflickr.com/5218/5407571890_94c6ffb4bf_q.jpg	 http://farm6.staticflickr.com/5218/5407571890_94c6ffb4bf_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407571890	 BlueBec	
Chalices	-37.816174	144.968998	 http://farm6.staticflickr.com/5012/5406969921_3771dcfdd8_q.jpg	 http://farm6.staticflickr.com/5012/5406969921_3771dcfdd8_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406969921	 BlueBec	
Amazing	-37.816174	144.968998	 http://farm6.staticflickr.com/5096/5407587652_a3e30205fe_q.jpg	 http://farm6.staticflickr.com/5096/5407587652_a3e30205fe_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407587652	 BlueBec	
Unicorn	-37.816174	144.968998	 http://farm6.staticflickr.com/5253/5407581624_9711f1057a_q.jpg	 http://farm6.staticflickr.com/5253/5407581624_9711f1057a_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407581624	 BlueBec	
Born Free	-37.816174	144.968998	 http://farm6.staticflickr.com/5218/5407580230_97a4298174_q.jpg	 http://farm6.staticflickr.com/5218/5407580230_97a4298174_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407580230	 BlueBec	
Ganesh (by Deb)	-37.816174	144.968998	 http://farm6.staticflickr.com/5254/5406977049_7e7a9031f9_q.jpg	 http://farm6.staticflickr.com/5254/5406977049_7e7a9031f9_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406977049	 BlueBec	
Philbs	-37.816174	144.968998	 http://farm6.staticflickr.com/5220/5406975587_014cb22629_q.jpg	 http://farm6.staticflickr.com/5220/5406975587_014cb22629_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406975587	 BlueBec	
Something	-37.816174	144.968998	 http://farm6.staticflickr.com/5214/5406974075_4e60314b6a_q.jpg	 http://farm6.staticflickr.com/5214/5406974075_4e60314b6a_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406974075	 BlueBec	
No idea	-37.816174	144.968998	 http://farm6.staticflickr.com/5175/5407596018_827999d639_q.jpg	 http://farm6.staticflickr.com/5175/5407596018_827999d639_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407596018	 BlueBec	
Quack	-37.816174	144.968998	 http://farm6.staticflickr.com/5219/5407593338_ede86d46da_q.jpg	 http://farm6.staticflickr.com/5219/5407593338_ede86d46da_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407593338	 BlueBec	
Awesome	-37.816174	144.968998	 http://farm6.staticflickr.com/5256/5407591996_5189990aac_q.jpg	 http://farm6.staticflickr.com/5256/5407591996_5189990aac_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407591996	 BlueBec	
Slime	-37.816174	144.968998	 http://farm6.staticflickr.com/5011/5406985395_9c004b58ca_q.jpg	 http://farm6.staticflickr.com/5011/5406985395_9c004b58ca_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406985395	 BlueBec	
Love	-37.816174	144.968998	 http://farm6.staticflickr.com/5015/5406981473_0a2ed2467c_q.jpg	 http://farm6.staticflickr.com/5015/5406981473_0a2ed2467c_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406981473	 BlueBec	
The Village VOice	-37.816174	144.968998	 http://farm6.staticflickr.com/5096/5406980129_46967c3d9e_q.jpg	 http://farm6.staticflickr.com/5096/5406980129_46967c3d9e_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406980129	 BlueBec	
A cow? By Phibs?	-37.816174	144.968998	 http://farm6.staticflickr.com/5175/5407604526_a1e9d5f483_q.jpg	 http://farm6.staticflickr.com/5175/5407604526_a1e9d5f483_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407604526	 BlueBec	
Something K	-37.816174	144.968998	 http://farm6.staticflickr.com/5174/5406990961_9fd800f627_q.jpg	 http://farm6.staticflickr.com/5174/5406990961_9fd800f627_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406990961	 BlueBec	
I have no idea	-37.816174	144.968998	 http://farm6.staticflickr.com/5298/5406993637_ef5a4333a9_q.jpg	 http://farm6.staticflickr.com/5298/5406993637_ef5a4333a9_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406993637	 BlueBec	
Pretty woman	-37.816174	144.968998	 http://farm6.staticflickr.com/5051/5406992277_9579b15d6b_q.jpg	 http://farm6.staticflickr.com/5051/5406992277_9579b15d6b_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406992277	 BlueBec	
Shhh ninja	-37.816174	144.968998	 http://farm6.staticflickr.com/5099/5406989481_a01ce2f1ea_q.jpg	 http://farm6.staticflickr.com/5099/5406989481_a01ce2f1ea_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406989481	 BlueBec	
Big Bad Wolf	-37.816174	144.968998	 http://farm6.staticflickr.com/5174/5406987937_908ec2d2ed_q.jpg	 http://farm6.staticflickr.com/5174/5406987937_908ec2d2ed_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406987937	 BlueBec	
SIMSB - LPON?	-37.816174	144.968998	 http://farm6.staticflickr.com/5053/5407613008_93aba9b5f8_q.jpg	 http://farm6.staticflickr.com/5053/5407613008_93aba9b5f8_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407613008	 BlueBec	
Who	-37.816174	144.968998	 http://farm6.staticflickr.com/5059/5407609010_0c7295f8e5_q.jpg	 http://farm6.staticflickr.com/5059/5407609010_0c7295f8e5_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407609010	 BlueBec	
Elephant(s)	-37.816174	144.968998	 http://farm6.staticflickr.com/5133/5407605942_43543bf798_q.jpg	 http://farm6.staticflickr.com/5133/5407605942_43543bf798_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407605942	 BlueBec	
IPERS?	-37.816174	144.968998	 http://farm6.staticflickr.com/5292/5407001851_b95c518b24_q.jpg	 http://farm6.staticflickr.com/5292/5407001851_b95c518b24_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407001851	 BlueBec	
Man with a purple hat	-37.816174	144.968998	 http://farm6.staticflickr.com/5253/5407000581_492e11faea_q.jpg	 http://farm6.staticflickr.com/5253/5407000581_492e11faea_m.jpg	 http://www.flickr.com/photos/47439204@N00/5407000581	 BlueBec	
SPILD?	-37.816174	144.968998	 http://farm6.staticflickr.com/5171/5406997921_440a973d64_q.jpg	 http://farm6.staticflickr.com/5171/5406997921_440a973d64_m.jpg	 http://www.flickr.com/photos/47439204@N00/5406997921	 BlueBec	
Hipstamatic - Eyeball	-37.816174	144.969084	 http://farm2.staticflickr.com/1396/4600453303_4216470e0f_q.jpg	 http://farm2.staticflickr.com/1396/4600453303_4216470e0f_m.jpg	 http://www.flickr.com/photos/25543011@N00/4600453303	 Will Cowan	
Hipstamatic - Fisheye	-37.816174	144.969084	 http://farm2.staticflickr.com/1244/4601070668_c475918622_q.jpg	 http://farm2.staticflickr.com/1244/4601070668_c475918622_m.jpg	 http://www.flickr.com/photos/25543011@N00/4601070668	 Will Cowan	
Centre Place alley-cat	-37.816174	144.965436	 http://farm4.staticflickr.com/3059/3042627916_57a61865d8_q.jpg	 http://farm4.staticflickr.com/3059/3042627916_57a61865d8_m.jpg	 http://www.flickr.com/photos/67148357@N00/3042627916	 philosophy_rebel	
Centre Place fisheye	-37.816174	144.965436	 http://farm4.staticflickr.com/3194/3041784299_aa9f5c8bd1_q.jpg	 http://farm4.staticflickr.com/3194/3041784299_aa9f5c8bd1_m.jpg	 http://www.flickr.com/photos/67148357@N00/3041784299	 philosophy_rebel	
Centre Place - electric alleyway	-37.816174	144.965436	 http://farm4.staticflickr.com/3005/3042627554_df06ec13a2_q.jpg	 http://farm4.staticflickr.com/3005/3042627554_df06ec13a2_m.jpg	 http://www.flickr.com/photos/67148357@N00/3042627554	 philosophy_rebel	
